metro_area,iso_3166_2_code,census_fips_code,date,RS_first2,areatype,perc_change
NA,DE-HH,NA,2020-08-06,02,transit_stations_percent_change_from_baseline,-21
NA,DE-HH,NA,2020-08-06,02,workplaces_percent_change_from_baseline,-32
NA,DE-HH,NA,2020-08-06,02,residential_percent_change_from_baseline,5
NA,DE-HH,NA,2020-08-07,02,retail_and_recreation_percent_change_from_baseline,-15
NA,DE-HH,NA,2020-08-07,02,grocery_and_pharmacy_percent_change_from_baseline,0
NA,DE-HH,NA,2020-08-07,02,parks_percent_change_from_baseline,191
NA,DE-HH,NA,2020-08-07,02,transit_stations_percent_change_from_baseline,-20
NA,DE-HH,NA,2020-08-07,02,workplaces_percent_change_from_baseline,-32
NA,DE-HH,NA,2020-08-07,02,residential_percent_change_from_baseline,3
NA,DE-HH,NA,2020-08-08,02,retail_and_recreation_percent_change_from_baseline,-30
NA,DE-HH,NA,2020-08-08,02,grocery_and_pharmacy_percent_change_from_baseline,-11
NA,DE-HH,NA,2020-08-08,02,parks_percent_change_from_baseline,174
NA,DE-HH,NA,2020-08-08,02,transit_stations_percent_change_from_baseline,-15
NA,DE-HH,NA,2020-08-08,02,workplaces_percent_change_from_baseline,-3
NA,DE-HH,NA,2020-08-08,02,residential_percent_change_from_baseline,-3
NA,DE-HH,NA,2020-08-09,02,retail_and_recreation_percent_change_from_baseline,-25
NA,DE-HH,NA,2020-08-09,02,grocery_and_pharmacy_percent_change_from_baseline,2
NA,DE-HH,NA,2020-08-09,02,parks_percent_change_from_baseline,135
NA,DE-HH,NA,2020-08-09,02,transit_stations_percent_change_from_baseline,-16
NA,DE-HH,NA,2020-08-09,02,workplaces_percent_change_from_baseline,2
NA,DE-HH,NA,2020-08-09,02,residential_percent_change_from_baseline,-3
NA,DE-HH,NA,2020-08-10,02,retail_and_recreation_percent_change_from_baseline,-8
NA,DE-HH,NA,2020-08-10,02,grocery_and_pharmacy_percent_change_from_baseline,2
NA,DE-HH,NA,2020-08-10,02,parks_percent_change_from_baseline,144
NA,DE-HH,NA,2020-08-10,02,transit_stations_percent_change_from_baseline,-22
NA,DE-HH,NA,2020-08-10,02,workplaces_percent_change_from_baseline,-34
NA,DE-HH,NA,2020-08-10,02,residential_percent_change_from_baseline,6
NA,DE-HH,NA,2020-08-11,02,retail_and_recreation_percent_change_from_baseline,-9
NA,DE-HH,NA,2020-08-11,02,grocery_and_pharmacy_percent_change_from_baseline,3
NA,DE-HH,NA,2020-08-11,02,parks_percent_change_from_baseline,167
NA,DE-HH,NA,2020-08-11,02,transit_stations_percent_change_from_baseline,-21
NA,DE-HH,NA,2020-08-11,02,workplaces_percent_change_from_baseline,-33
NA,DE-HH,NA,2020-08-11,02,residential_percent_change_from_baseline,5
NA,DE-HH,NA,2020-08-12,02,retail_and_recreation_percent_change_from_baseline,-12
NA,DE-HH,NA,2020-08-12,02,grocery_and_pharmacy_percent_change_from_baseline,2
NA,DE-HH,NA,2020-08-12,02,parks_percent_change_from_baseline,143
NA,DE-HH,NA,2020-08-12,02,transit_stations_percent_change_from_baseline,-23
NA,DE-HH,NA,2020-08-12,02,workplaces_percent_change_from_baseline,-32
NA,DE-HH,NA,2020-08-12,02,residential_percent_change_from_baseline,5
NA,DE-HH,NA,2020-08-13,02,retail_and_recreation_percent_change_from_baseline,-14
NA,DE-HH,NA,2020-08-13,02,grocery_and_pharmacy_percent_change_from_baseline,0
NA,DE-HH,NA,2020-08-13,02,parks_percent_change_from_baseline,134
NA,DE-HH,NA,2020-08-13,02,transit_stations_percent_change_from_baseline,-24
NA,DE-HH,NA,2020-08-13,02,workplaces_percent_change_from_baseline,-32
NA,DE-HH,NA,2020-08-13,02,residential_percent_change_from_baseline,5
NA,DE-HH,NA,2020-08-14,02,retail_and_recreation_percent_change_from_baseline,-14
NA,DE-HH,NA,2020-08-14,02,grocery_and_pharmacy_percent_change_from_baseline,-1
NA,DE-HH,NA,2020-08-14,02,parks_percent_change_from_baseline,147
NA,DE-HH,NA,2020-08-14,02,transit_stations_percent_change_from_baseline,-20
NA,DE-HH,NA,2020-08-14,02,workplaces_percent_change_from_baseline,-31
NA,DE-HH,NA,2020-08-14,02,residential_percent_change_from_baseline,3
NA,DE-HH,NA,2020-08-15,02,retail_and_recreation_percent_change_from_baseline,-25
NA,DE-HH,NA,2020-08-15,02,grocery_and_pharmacy_percent_change_from_baseline,-8
NA,DE-HH,NA,2020-08-15,02,parks_percent_change_from_baseline,160
NA,DE-HH,NA,2020-08-15,02,transit_stations_percent_change_from_baseline,-13
NA,DE-HH,NA,2020-08-15,02,workplaces_percent_change_from_baseline,-4
NA,DE-HH,NA,2020-08-15,02,residential_percent_change_from_baseline,-2
NA,DE-HH,NA,2020-08-16,02,retail_and_recreation_percent_change_from_baseline,-23
NA,DE-HH,NA,2020-08-16,02,grocery_and_pharmacy_percent_change_from_baseline,7
NA,DE-HH,NA,2020-08-16,02,parks_percent_change_from_baseline,137
NA,DE-HH,NA,2020-08-16,02,transit_stations_percent_change_from_baseline,-15
NA,DE-HH,NA,2020-08-16,02,workplaces_percent_change_from_baseline,1
NA,DE-HH,NA,2020-08-16,02,residential_percent_change_from_baseline,-3
NA,DE-HH,NA,2020-08-17,02,retail_and_recreation_percent_change_from_baseline,-13
NA,DE-HH,NA,2020-08-17,02,grocery_and_pharmacy_percent_change_from_baseline,-2
NA,DE-HH,NA,2020-08-17,02,parks_percent_change_from_baseline,0
NA,DE-HH,NA,2020-08-17,02,transit_stations_percent_change_from_baseline,-21
NA,DE-HH,NA,2020-08-17,02,workplaces_percent_change_from_baseline,-32
NA,DE-HH,NA,2020-08-17,02,residential_percent_change_from_baseline,6
NA,DE-HH,NA,2020-08-18,02,retail_and_recreation_percent_change_from_baseline,-10
NA,DE-HH,NA,2020-08-18,02,grocery_and_pharmacy_percent_change_from_baseline,0
NA,DE-HH,NA,2020-08-18,02,parks_percent_change_from_baseline,0
NA,DE-HH,NA,2020-08-18,02,transit_stations_percent_change_from_baseline,-22
NA,DE-HH,NA,2020-08-18,02,workplaces_percent_change_from_baseline,-28
NA,DE-HH,NA,2020-08-18,02,residential_percent_change_from_baseline,6
NA,DE-HH,NA,2020-08-19,02,retail_and_recreation_percent_change_from_baseline,-11
NA,DE-HH,NA,2020-08-19,02,grocery_and_pharmacy_percent_change_from_baseline,0
NA,DE-HH,NA,2020-08-19,02,parks_percent_change_from_baseline,0
NA,DE-HH,NA,2020-08-19,02,transit_stations_percent_change_from_baseline,-21
NA,DE-HH,NA,2020-08-19,02,workplaces_percent_change_from_baseline,-28
NA,DE-HH,NA,2020-08-19,02,residential_percent_change_from_baseline,5
NA,DE-HH,NA,2020-08-20,02,retail_and_recreation_percent_change_from_baseline,-15
NA,DE-HH,NA,2020-08-20,02,grocery_and_pharmacy_percent_change_from_baseline,-4
NA,DE-HH,NA,2020-08-20,02,parks_percent_change_from_baseline,0
NA,DE-HH,NA,2020-08-20,02,transit_stations_percent_change_from_baseline,-24
NA,DE-HH,NA,2020-08-20,02,workplaces_percent_change_from_baseline,-29
NA,DE-HH,NA,2020-08-20,02,residential_percent_change_from_baseline,6
NA,DE-HH,NA,2020-08-21,02,retail_and_recreation_percent_change_from_baseline,-16
NA,DE-HH,NA,2020-08-21,02,grocery_and_pharmacy_percent_change_from_baseline,-6
NA,DE-HH,NA,2020-08-21,02,parks_percent_change_from_baseline,0
NA,DE-HH,NA,2020-08-21,02,transit_stations_percent_change_from_baseline,-21
NA,DE-HH,NA,2020-08-21,02,workplaces_percent_change_from_baseline,-29
NA,DE-HH,NA,2020-08-21,02,residential_percent_change_from_baseline,5
NA,DE-HH,NA,2020-08-22,02,retail_and_recreation_percent_change_from_baseline,-23
NA,DE-HH,NA,2020-08-22,02,grocery_and_pharmacy_percent_change_from_baseline,-11
NA,DE-HH,NA,2020-08-22,02,parks_percent_change_from_baseline,99
NA,DE-HH,NA,2020-08-22,02,transit_stations_percent_change_from_baseline,-17
NA,DE-HH,NA,2020-08-22,02,workplaces_percent_change_from_baseline,-5
NA,DE-HH,NA,2020-08-22,02,residential_percent_change_from_baseline,0
NA,DE-HH,NA,2020-08-23,02,retail_and_recreation_percent_change_from_baseline,-22
NA,DE-HH,NA,2020-08-23,02,grocery_and_pharmacy_percent_change_from_baseline,0
NA,DE-HH,NA,2020-08-23,02,parks_percent_change_from_baseline,62
NA,DE-HH,NA,2020-08-23,02,transit_stations_percent_change_from_baseline,-18
NA,DE-HH,NA,2020-08-23,02,workplaces_percent_change_from_baseline,-3
NA,DE-HH,NA,2020-08-23,02,residential_percent_change_from_baseline,0
NA,DE-HH,NA,2020-08-24,02,retail_and_recreation_percent_change_from_baseline,-15
NA,DE-HH,NA,2020-08-24,02,grocery_and_pharmacy_percent_change_from_baseline,-8
NA,DE-HH,NA,2020-08-24,02,parks_percent_change_from_baseline,0
NA,DE-HH,NA,2020-08-24,02,transit_stations_percent_change_from_baseline,-24
NA,DE-HH,NA,2020-08-24,02,workplaces_percent_change_from_baseline,-29
NA,DE-HH,NA,2020-08-24,02,residential_percent_change_from_baseline,7
NA,DE-HH,NA,2020-08-25,02,retail_and_recreation_percent_change_from_baseline,-10
NA,DE-HH,NA,2020-08-25,02,grocery_and_pharmacy_percent_change_from_baseline,-2
NA,DE-HH,NA,2020-08-25,02,parks_percent_change_from_baseline,0
NA,DE-HH,NA,2020-08-25,02,transit_stations_percent_change_from_baseline,-22
NA,DE-HH,NA,2020-08-25,02,workplaces_percent_change_from_baseline,-28
NA,DE-HH,NA,2020-08-25,02,residential_percent_change_from_baseline,6
NA,DE-HH,NA,2020-08-26,02,retail_and_recreation_percent_change_from_baseline,-20
NA,DE-HH,NA,2020-08-26,02,grocery_and_pharmacy_percent_change_from_baseline,-9
NA,DE-HH,NA,2020-08-26,02,parks_percent_change_from_baseline,3
NA,DE-HH,NA,2020-08-26,02,transit_stations_percent_change_from_baseline,-27
NA,DE-HH,NA,2020-08-26,02,workplaces_percent_change_from_baseline,-28
NA,DE-HH,NA,2020-08-26,02,residential_percent_change_from_baseline,8
NA,DE-HH,NA,2020-08-27,02,retail_and_recreation_percent_change_from_baseline,-12
NA,DE-HH,NA,2020-08-27,02,grocery_and_pharmacy_percent_change_from_baseline,-2
NA,DE-HH,NA,2020-08-27,02,parks_percent_change_from_baseline,61
NA,DE-HH,NA,2020-08-27,02,transit_stations_percent_change_from_baseline,-23
NA,DE-HH,NA,2020-08-27,02,workplaces_percent_change_from_baseline,-27
NA,DE-HH,NA,2020-08-27,02,residential_percent_change_from_baseline,6
NA,DE-HH,NA,2020-08-28,02,retail_and_recreation_percent_change_from_baseline,-11
NA,DE-HH,NA,2020-08-28,02,grocery_and_pharmacy_percent_change_from_baseline,-2
NA,DE-HH,NA,2020-08-28,02,parks_percent_change_from_baseline,0
NA,DE-HH,NA,2020-08-28,02,transit_stations_percent_change_from_baseline,-19
NA,DE-HH,NA,2020-08-28,02,workplaces_percent_change_from_baseline,-27
NA,DE-HH,NA,2020-08-28,02,residential_percent_change_from_baseline,4
NA,DE-HH,NA,2020-08-29,02,retail_and_recreation_percent_change_from_baseline,-16
NA,DE-HH,NA,2020-08-29,02,grocery_and_pharmacy_percent_change_from_baseline,-8
NA,DE-HH,NA,2020-08-29,02,parks_percent_change_from_baseline,107
NA,DE-HH,NA,2020-08-29,02,transit_stations_percent_change_from_baseline,-12
NA,DE-HH,NA,2020-08-29,02,workplaces_percent_change_from_baseline,-4
NA,DE-HH,NA,2020-08-29,02,residential_percent_change_from_baseline,-1
NA,DE-HH,NA,2020-08-30,02,retail_and_recreation_percent_change_from_baseline,-10
NA,DE-HH,NA,2020-08-30,02,grocery_and_pharmacy_percent_change_from_baseline,0
NA,DE-HH,NA,2020-08-30,02,parks_percent_change_from_baseline,116
NA,DE-HH,NA,2020-08-30,02,transit_stations_percent_change_from_baseline,-12
NA,DE-HH,NA,2020-08-30,02,workplaces_percent_change_from_baseline,0
NA,DE-HH,NA,2020-08-30,02,residential_percent_change_from_baseline,-2
NA,DE-HH,NA,2020-08-31,02,retail_and_recreation_percent_change_from_baseline,-5
NA,DE-HH,NA,2020-08-31,02,grocery_and_pharmacy_percent_change_from_baseline,0
NA,DE-HH,NA,2020-08-31,02,parks_percent_change_from_baseline,0
NA,DE-HH,NA,2020-08-31,02,transit_stations_percent_change_from_baseline,-22
NA,DE-HH,NA,2020-08-31,02,workplaces_percent_change_from_baseline,-27
NA,DE-HH,NA,2020-08-31,02,residential_percent_change_from_baseline,5
NA,DE-HH,NA,2020-09-01,02,retail_and_recreation_percent_change_from_baseline,-3
NA,DE-HH,NA,2020-09-01,02,grocery_and_pharmacy_percent_change_from_baseline,2
NA,DE-HH,NA,2020-09-01,02,parks_percent_change_from_baseline,0
NA,DE-HH,NA,2020-09-01,02,transit_stations_percent_change_from_baseline,-18
NA,DE-HH,NA,2020-09-01,02,workplaces_percent_change_from_baseline,-25
NA,DE-HH,NA,2020-09-01,02,residential_percent_change_from_baseline,4
NA,DE-HH,NA,2020-09-02,02,retail_and_recreation_percent_change_from_baseline,-8
NA,DE-HH,NA,2020-09-02,02,grocery_and_pharmacy_percent_change_from_baseline,-1
NA,DE-HH,NA,2020-09-02,02,parks_percent_change_from_baseline,0
NA,DE-HH,NA,2020-09-02,02,transit_stations_percent_change_from_baseline,-21
NA,DE-HH,NA,2020-09-02,02,workplaces_percent_change_from_baseline,-25
NA,DE-HH,NA,2020-09-02,02,residential_percent_change_from_baseline,5
NA,DE-HH,NA,2020-09-03,02,retail_and_recreation_percent_change_from_baseline,-15
NA,DE-HH,NA,2020-09-03,02,grocery_and_pharmacy_percent_change_from_baseline,-4
NA,DE-HH,NA,2020-09-03,02,parks_percent_change_from_baseline,23
NA,DE-HH,NA,2020-09-03,02,transit_stations_percent_change_from_baseline,-24
NA,DE-HH,NA,2020-09-03,02,workplaces_percent_change_from_baseline,-27
NA,DE-HH,NA,2020-09-03,02,residential_percent_change_from_baseline,6
NA,DE-HH,NA,2020-09-04,02,retail_and_recreation_percent_change_from_baseline,-10
NA,DE-HH,NA,2020-09-04,02,grocery_and_pharmacy_percent_change_from_baseline,-2
NA,DE-HH,NA,2020-09-04,02,parks_percent_change_from_baseline,0
NA,DE-HH,NA,2020-09-04,02,transit_stations_percent_change_from_baseline,-18
NA,DE-HH,NA,2020-09-04,02,workplaces_percent_change_from_baseline,-25
NA,DE-HH,NA,2020-09-04,02,residential_percent_change_from_baseline,3
NA,DE-HH,NA,2020-09-05,02,retail_and_recreation_percent_change_from_baseline,-17
NA,DE-HH,NA,2020-09-05,02,grocery_and_pharmacy_percent_change_from_baseline,-8
NA,DE-HH,NA,2020-09-05,02,parks_percent_change_from_baseline,68
NA,DE-HH,NA,2020-09-05,02,transit_stations_percent_change_from_baseline,-15
NA,DE-HH,NA,2020-09-05,02,workplaces_percent_change_from_baseline,-7
NA,DE-HH,NA,2020-09-05,02,residential_percent_change_from_baseline,0
NA,DE-HH,NA,2020-09-06,02,retail_and_recreation_percent_change_from_baseline,-20
NA,DE-HH,NA,2020-09-06,02,grocery_and_pharmacy_percent_change_from_baseline,0
NA,DE-HH,NA,2020-09-06,02,parks_percent_change_from_baseline,57
NA,DE-HH,NA,2020-09-06,02,transit_stations_percent_change_from_baseline,-17
NA,DE-HH,NA,2020-09-06,02,workplaces_percent_change_from_baseline,-8
NA,DE-HH,NA,2020-09-06,02,residential_percent_change_from_baseline,0
NA,DE-HH,NA,2020-09-07,02,retail_and_recreation_percent_change_from_baseline,-8
NA,DE-HH,NA,2020-09-07,02,grocery_and_pharmacy_percent_change_from_baseline,-4
NA,DE-HH,NA,2020-09-07,02,parks_percent_change_from_baseline,0
NA,DE-HH,NA,2020-09-07,02,transit_stations_percent_change_from_baseline,-20
NA,DE-HH,NA,2020-09-07,02,workplaces_percent_change_from_baseline,-28
NA,DE-HH,NA,2020-09-07,02,residential_percent_change_from_baseline,5
NA,DE-HH,NA,2020-09-08,02,retail_and_recreation_percent_change_from_baseline,-10
NA,DE-HH,NA,2020-09-08,02,grocery_and_pharmacy_percent_change_from_baseline,-3
NA,DE-HH,NA,2020-09-08,02,parks_percent_change_from_baseline,0
NA,DE-HH,NA,2020-09-08,02,transit_stations_percent_change_from_baseline,-22
NA,DE-HH,NA,2020-09-08,02,workplaces_percent_change_from_baseline,-27
NA,DE-HH,NA,2020-09-08,02,residential_percent_change_from_baseline,6
NA,DE-HH,NA,2020-09-09,02,retail_and_recreation_percent_change_from_baseline,-14
NA,DE-HH,NA,2020-09-09,02,grocery_and_pharmacy_percent_change_from_baseline,-6
NA,DE-HH,NA,2020-09-09,02,parks_percent_change_from_baseline,25
NA,DE-HH,NA,2020-09-09,02,transit_stations_percent_change_from_baseline,-24
NA,DE-HH,NA,2020-09-09,02,workplaces_percent_change_from_baseline,-26
NA,DE-HH,NA,2020-09-09,02,residential_percent_change_from_baseline,6
NA,DE-HH,NA,2020-09-10,02,retail_and_recreation_percent_change_from_baseline,-11
NA,DE-HH,NA,2020-09-10,02,grocery_and_pharmacy_percent_change_from_baseline,-3
NA,DE-HH,NA,2020-09-10,02,parks_percent_change_from_baseline,61
NA,DE-HH,NA,2020-09-10,02,transit_stations_percent_change_from_baseline,-22
NA,DE-HH,NA,2020-09-10,02,workplaces_percent_change_from_baseline,-26
NA,DE-HH,NA,2020-09-10,02,residential_percent_change_from_baseline,5
NA,DE-HH,NA,2020-09-11,02,retail_and_recreation_percent_change_from_baseline,-10
NA,DE-HH,NA,2020-09-11,02,grocery_and_pharmacy_percent_change_from_baseline,-3
NA,DE-HH,NA,2020-09-11,02,parks_percent_change_from_baseline,99
NA,DE-HH,NA,2020-09-11,02,transit_stations_percent_change_from_baseline,-19
NA,DE-HH,NA,2020-09-11,02,workplaces_percent_change_from_baseline,-25
NA,DE-HH,NA,2020-09-11,02,residential_percent_change_from_baseline,3
NA,DE-HH,NA,2020-09-12,02,retail_and_recreation_percent_change_from_baseline,-17
NA,DE-HH,NA,2020-09-12,02,grocery_and_pharmacy_percent_change_from_baseline,-7
NA,DE-HH,NA,2020-09-12,02,parks_percent_change_from_baseline,93
NA,DE-HH,NA,2020-09-12,02,transit_stations_percent_change_from_baseline,-13
NA,DE-HH,NA,2020-09-12,02,workplaces_percent_change_from_baseline,-4
NA,DE-HH,NA,2020-09-12,02,residential_percent_change_from_baseline,-1
NA,DE-HH,NA,2020-09-13,02,retail_and_recreation_percent_change_from_baseline,-8
NA,DE-HH,NA,2020-09-13,02,grocery_and_pharmacy_percent_change_from_baseline,24
NA,DE-HH,NA,2020-09-13,02,parks_percent_change_from_baseline,122
NA,DE-HH,NA,2020-09-13,02,transit_stations_percent_change_from_baseline,-9
NA,DE-HH,NA,2020-09-13,02,workplaces_percent_change_from_baseline,-4
NA,DE-HH,NA,2020-09-13,02,residential_percent_change_from_baseline,-2
NA,DE-HH,NA,2020-09-14,02,retail_and_recreation_percent_change_from_baseline,-7
NA,DE-HH,NA,2020-09-14,02,grocery_and_pharmacy_percent_change_from_baseline,-4
NA,DE-HH,NA,2020-09-14,02,parks_percent_change_from_baseline,142
NA,DE-HH,NA,2020-09-14,02,transit_stations_percent_change_from_baseline,-21
NA,DE-HH,NA,2020-09-14,02,workplaces_percent_change_from_baseline,-24
NA,DE-HH,NA,2020-09-14,02,residential_percent_change_from_baseline,4
NA,DE-HH,NA,2020-09-15,02,retail_and_recreation_percent_change_from_baseline,-8
NA,DE-HH,NA,2020-09-15,02,grocery_and_pharmacy_percent_change_from_baseline,-2
NA,DE-HH,NA,2020-09-15,02,parks_percent_change_from_baseline,150
NA,DE-HH,NA,2020-09-15,02,transit_stations_percent_change_from_baseline,-20
NA,DE-HH,NA,2020-09-15,02,workplaces_percent_change_from_baseline,-23
NA,DE-HH,NA,2020-09-15,02,residential_percent_change_from_baseline,4
NA,DE-HH,NA,2020-09-16,02,retail_and_recreation_percent_change_from_baseline,-11
NA,DE-HH,NA,2020-09-16,02,grocery_and_pharmacy_percent_change_from_baseline,-4
NA,DE-HH,NA,2020-09-16,02,parks_percent_change_from_baseline,93
NA,DE-HH,NA,2020-09-16,02,transit_stations_percent_change_from_baseline,-22
NA,DE-HH,NA,2020-09-16,02,workplaces_percent_change_from_baseline,-23
NA,DE-HH,NA,2020-09-16,02,residential_percent_change_from_baseline,4
NA,DE-HH,NA,2020-09-17,02,retail_and_recreation_percent_change_from_baseline,-11
NA,DE-HH,NA,2020-09-17,02,grocery_and_pharmacy_percent_change_from_baseline,-3
NA,DE-HH,NA,2020-09-17,02,parks_percent_change_from_baseline,68
NA,DE-HH,NA,2020-09-17,02,transit_stations_percent_change_from_baseline,-22
NA,DE-HH,NA,2020-09-17,02,workplaces_percent_change_from_baseline,-25
NA,DE-HH,NA,2020-09-17,02,residential_percent_change_from_baseline,5
NA,DE-HH,NA,2020-09-18,02,retail_and_recreation_percent_change_from_baseline,-11
NA,DE-HH,NA,2020-09-18,02,grocery_and_pharmacy_percent_change_from_baseline,-4
NA,DE-HH,NA,2020-09-18,02,parks_percent_change_from_baseline,101
NA,DE-HH,NA,2020-09-18,02,transit_stations_percent_change_from_baseline,-19
NA,DE-HH,NA,2020-09-18,02,workplaces_percent_change_from_baseline,-23
NA,DE-HH,NA,2020-09-18,02,residential_percent_change_from_baseline,3
NA,DE-HH,NA,2020-09-19,02,retail_and_recreation_percent_change_from_baseline,-17
NA,DE-HH,NA,2020-09-19,02,grocery_and_pharmacy_percent_change_from_baseline,-9
NA,DE-HH,NA,2020-09-19,02,parks_percent_change_from_baseline,118
NA,DE-HH,NA,2020-09-19,02,transit_stations_percent_change_from_baseline,-9
NA,DE-HH,NA,2020-09-19,02,workplaces_percent_change_from_baseline,-4
NA,DE-HH,NA,2020-09-19,02,residential_percent_change_from_baseline,-1
NA,DE-HH,NA,2020-09-20,02,retail_and_recreation_percent_change_from_baseline,-7
NA,DE-HH,NA,2020-09-20,02,grocery_and_pharmacy_percent_change_from_baseline,28
NA,DE-HH,NA,2020-09-20,02,parks_percent_change_from_baseline,135
NA,DE-HH,NA,2020-09-20,02,transit_stations_percent_change_from_baseline,-6
NA,DE-HH,NA,2020-09-20,02,workplaces_percent_change_from_baseline,-2
NA,DE-HH,NA,2020-09-20,02,residential_percent_change_from_baseline,-2
NA,DE-HH,NA,2020-09-21,02,retail_and_recreation_percent_change_from_baseline,-8
NA,DE-HH,NA,2020-09-21,02,grocery_and_pharmacy_percent_change_from_baseline,-4
NA,DE-HH,NA,2020-09-21,02,parks_percent_change_from_baseline,115
NA,DE-HH,NA,2020-09-21,02,transit_stations_percent_change_from_baseline,-21
NA,DE-HH,NA,2020-09-21,02,workplaces_percent_change_from_baseline,-26
NA,DE-HH,NA,2020-09-21,02,residential_percent_change_from_baseline,5
NA,DE-HH,NA,2020-09-22,02,retail_and_recreation_percent_change_from_baseline,-9
NA,DE-HH,NA,2020-09-22,02,grocery_and_pharmacy_percent_change_from_baseline,-3
NA,DE-HH,NA,2020-09-22,02,parks_percent_change_from_baseline,116
NA,DE-HH,NA,2020-09-22,02,transit_stations_percent_change_from_baseline,-20
NA,DE-HH,NA,2020-09-22,02,workplaces_percent_change_from_baseline,-23
NA,DE-HH,NA,2020-09-22,02,residential_percent_change_from_baseline,5
NA,DE-HH,NA,2020-09-23,02,retail_and_recreation_percent_change_from_baseline,-13
NA,DE-HH,NA,2020-09-23,02,grocery_and_pharmacy_percent_change_from_baseline,-4
NA,DE-HH,NA,2020-09-23,02,parks_percent_change_from_baseline,85
NA,DE-HH,NA,2020-09-23,02,transit_stations_percent_change_from_baseline,-21
NA,DE-HH,NA,2020-09-23,02,workplaces_percent_change_from_baseline,-22
NA,DE-HH,NA,2020-09-23,02,residential_percent_change_from_baseline,5
NA,DE-HH,NA,2020-09-24,02,retail_and_recreation_percent_change_from_baseline,-15
NA,DE-HH,NA,2020-09-24,02,grocery_and_pharmacy_percent_change_from_baseline,-4
NA,DE-HH,NA,2020-09-24,02,parks_percent_change_from_baseline,41
NA,DE-HH,NA,2020-09-24,02,transit_stations_percent_change_from_baseline,-23
NA,DE-HH,NA,2020-09-24,02,workplaces_percent_change_from_baseline,-23
NA,DE-HH,NA,2020-09-24,02,residential_percent_change_from_baseline,6
NA,DE-HH,NA,2020-09-25,02,retail_and_recreation_percent_change_from_baseline,-14
NA,DE-HH,NA,2020-09-25,02,grocery_and_pharmacy_percent_change_from_baseline,-3
NA,DE-HH,NA,2020-09-25,02,parks_percent_change_from_baseline,67
NA,DE-HH,NA,2020-09-25,02,transit_stations_percent_change_from_baseline,-17
NA,DE-HH,NA,2020-09-25,02,workplaces_percent_change_from_baseline,-23
NA,DE-HH,NA,2020-09-25,02,residential_percent_change_from_baseline,4
NA,DE-HH,NA,2020-09-26,02,retail_and_recreation_percent_change_from_baseline,-21
NA,DE-HH,NA,2020-09-26,02,grocery_and_pharmacy_percent_change_from_baseline,-8
NA,DE-HH,NA,2020-09-26,02,parks_percent_change_from_baseline,28
NA,DE-HH,NA,2020-09-26,02,transit_stations_percent_change_from_baseline,-18
NA,DE-HH,NA,2020-09-26,02,workplaces_percent_change_from_baseline,-6
NA,DE-HH,NA,2020-09-26,02,residential_percent_change_from_baseline,2
NA,DE-HH,NA,2020-09-27,02,retail_and_recreation_percent_change_from_baseline,-14
NA,DE-HH,NA,2020-09-27,02,grocery_and_pharmacy_percent_change_from_baseline,23
NA,DE-HH,NA,2020-09-27,02,parks_percent_change_from_baseline,-13
NA,DE-HH,NA,2020-09-27,02,transit_stations_percent_change_from_baseline,-21
NA,DE-HH,NA,2020-09-27,02,workplaces_percent_change_from_baseline,-6
NA,DE-HH,NA,2020-09-27,02,residential_percent_change_from_baseline,2
NA,DE-HH,NA,2020-09-28,02,retail_and_recreation_percent_change_from_baseline,-13
NA,DE-HH,NA,2020-09-28,02,grocery_and_pharmacy_percent_change_from_baseline,-2
NA,DE-HH,NA,2020-09-28,02,parks_percent_change_from_baseline,37
NA,DE-HH,NA,2020-09-28,02,transit_stations_percent_change_from_baseline,-22
NA,DE-HH,NA,2020-09-28,02,workplaces_percent_change_from_baseline,-24
NA,DE-HH,NA,2020-09-28,02,residential_percent_change_from_baseline,7
NA,DE-HH,NA,2020-09-29,02,retail_and_recreation_percent_change_from_baseline,-10
NA,DE-HH,NA,2020-09-29,02,grocery_and_pharmacy_percent_change_from_baseline,1
NA,DE-HH,NA,2020-09-29,02,parks_percent_change_from_baseline,69
NA,DE-HH,NA,2020-09-29,02,transit_stations_percent_change_from_baseline,-26
NA,DE-HH,NA,2020-09-29,02,workplaces_percent_change_from_baseline,-24
NA,DE-HH,NA,2020-09-29,02,residential_percent_change_from_baseline,6
NA,DE-HH,NA,2020-09-30,02,retail_and_recreation_percent_change_from_baseline,-8
NA,DE-HH,NA,2020-09-30,02,grocery_and_pharmacy_percent_change_from_baseline,4
NA,DE-HH,NA,2020-09-30,02,parks_percent_change_from_baseline,50
NA,DE-HH,NA,2020-09-30,02,transit_stations_percent_change_from_baseline,-18
NA,DE-HH,NA,2020-09-30,02,workplaces_percent_change_from_baseline,-21
NA,DE-HH,NA,2020-09-30,02,residential_percent_change_from_baseline,5
NA,DE-HH,NA,2020-10-01,02,retail_and_recreation_percent_change_from_baseline,-10
NA,DE-HH,NA,2020-10-01,02,grocery_and_pharmacy_percent_change_from_baseline,5
NA,DE-HH,NA,2020-10-01,02,parks_percent_change_from_baseline,40
NA,DE-HH,NA,2020-10-01,02,transit_stations_percent_change_from_baseline,-20
NA,DE-HH,NA,2020-10-01,02,workplaces_percent_change_from_baseline,-21
NA,DE-HH,NA,2020-10-01,02,residential_percent_change_from_baseline,5
NA,DE-HH,NA,2020-10-02,02,retail_and_recreation_percent_change_from_baseline,-8
